evt_id,evt_time,evt_duration,evt_frame_url,evt_video_url,evt_type,evt_desc,evt_fix_desc
EV-20240501-044,2024-05-01 21:45:44,74,http://storage.example.com/frames/044.jpg,http://storage.example.com/videos/20240501_000044.mp4,车辆违规,车牌A12345在消防通道停车,车主为访客，已移车教育
EV-20240501-045,2024-05-01 21:50:44,75,http://storage.example.com/frames/045.jpg,http://storage.example.com/videos/20240501_000045.mp4,设备异常,3号电梯门反复开合,传感器故障，已停用报修
EV-20240501-046,2024-05-01 21:55:44,76,http://storage.example.com/frames/046.jpg,http://storage.example.com/videos/20240501_000046.mp4,火灾隐患,仓库发现烟头,系保洁人员违规吸烟
EV-20240501-047,2024-05-01 22:00:44,77,http://storage.example.com/frames/047.jpg,http://storage.example.com/videos/20240501_000047.mp4,人员聚集,南门5人争执推搡,促销活动排队纠纷
EV-20240501-048,2024-05-01 22:05:44,78,http://storage.example.com/frames/048.jpg,http://storage.example.com/videos/20240501_000048.mp4,动物闯入,野猫进入配电房,已驱离并封堵漏洞
EV-20240501-049,2024-05-01 22:10:44,79,http://storage.example.com/frames/049.jpg,http://storage.example.com/videos/20240501_000049.mp4,系统告警,门禁系统频繁误报,电源电压不稳导致
EV-20240501-050,2024-05-01 22:15:44,80,http://storage.example.com/frames/050.jpg,http://storage.example.com/videos/20240501_000050.mp4,照明故障,B区走廊灯常亮,感应器灵敏度需调整
EV-20240501-051,2024-05-01 22:20:44,81,http://storage.example.com/frames/051.jpg,http://storage.example.com/videos/20240501_000051.mp4,人员闯入,围栏东侧有1名未授权人员翻越,经核实为维修人员未佩戴标识
EV-20240501-052,2024-05-01 22:25:44,82,http://storage.example.com/frames/052.jpg,http://storage.example.com/videos/20240501_000052.mp4,物品遗留,大厅沙发遗留黑色背包,包内为笔记本电脑，已联系失主
EV-20240501-053,2024-05-01 22:30:44,83,http://storage.example.com/frames/053.jpg,http://storage.example.com/videos/20240501_000053.mp4,安全违规,操作员未戴护目镜切割金属,已现场纠正并记录
EV-20240501-054,2024-05-01 22:35:44,84,http://storage.example.com/frames/054.jpg,http://storage.example.com/videos/20240501_000054.mp4,车辆违规,车牌A12345在消防通道停车,车主为访客，已移车教育
EV-20240501-055,2024-05-01 22:40:44,85,http://storage.example.com/frames/055.jpg,http://storage.example.com/videos/20240501_000055.mp4,设备异常,3号电梯门反复开合,传感器故障，已停用报修
EV-20240501-056,2024-05-01 22:45:44,86,http://storage.example.com/frames/056.jpg,http://storage.example.com/videos/20240501_000056.mp4,火灾隐患,仓库发现烟头,系保洁人员违规吸烟
EV-20240501-057,2024-05-01 22:50:44,87,http://storage.example.com/frames/057.jpg,http://storage.example.com/videos/20240501_000057.mp4,人员聚集,南门5人争执推搡,促销活动排队纠纷
EV-20240501-058,2024-05-01 22:55:44,88,http://storage.example.com/frames/058.jpg,http://storage.example.com/videos/20240501_000058.mp4,动物闯入,野猫进入配电房,已驱离并封堵漏洞
EV-20240501-059,2024-05-01 23:00:44,89,http://storage.example.com/frames/059.jpg,http://storage.example.com/videos/20240501_000059.mp4,系统告警,门禁系统频繁误报,电源电压不稳导致
EV-20240501-060,2024-05-01 23:05:44,90,http://storage.example.com/frames/060.jpg,http://storage.example.com/videos/20240501_000060.mp4,照明故障,B区走廊灯常亮,感应器灵敏度需调整
EV-20240501-061,2024-05-01 23:10:44,91,http://storage.example.com/frames/061.jpg,http://storage.example.com/videos/20240501_000061.mp4,人员闯入,围栏东侧有1名未授权人员翻越,经核实为维修人员未佩戴标识
EV-20240501-062,2024-05-01 23:15:44,92,http://storage.example.com/frames/062.jpg,http://storage.example.com/videos/20240501_000062.mp4,物品遗留,大厅沙发遗留黑色背包,包内为笔记本电脑，已联系失主
EV-20240501-063,2024-05-01 23:20:44,93,http://storage.example.com/frames/063.jpg,http://storage.example.com/videos/20240501_000063.mp4,安全违规,操作员未戴护目镜切割金属,已现场纠正并记录
EV-20240501-064,2024-05-01 23:25:44,94,http://storage.example.com/frames/064.jpg,http://storage.example.com/videos/20240501_000064.mp4,车辆违规,车牌A12345在消防通道停车,车主为访客，已移车教育
EV-20240501-065,2024-05-01 23:30:44,95,http://storage.example.com/frames/065.jpg,http://storage.example.com/videos/20240501_000065.mp4,设备异常,3号电梯门反复开合,传感器故障，已停用报修
EV-20240501-066,2024-05-01 23:35:44,96,http://storage.example.com/frames/066.jpg,http://storage.example.com/videos/20240501_000066.mp4,火灾隐患,仓库发现烟头,系保洁人员违规吸烟
EV-20240501-067,2024-05-01 23:40:44,97,http://storage.example.com/frames/067.jpg,http://storage.example.com/videos/20240501_000067.mp4,人员聚集,南门5人争执推搡,促销活动排队纠纷
EV-20240501-068,2024-05-01 23:45:44,98,http://storage.example.com/frames/068.jpg,http://storage.example.com/videos/20240501_000068.mp4,动物闯入,野猫进入配电房,已驱离并封堵漏洞
EV-20240501-069,2024-05-01 23:50:44,99,http://storage.example.com/frames/069.jpg,http://storage.example.com/videos/20240501_000069.mp4,系统告警,门禁系统频繁误报,电源电压不稳导致
EV-20240501-070,2024-05-01 23:55:44,100,http://storage.example.com/frames/070.jpg,http://storage.example.com/videos/20240501_000070.mp4,照明故障,B区走廊灯常亮,感应器灵敏度需调整
EV-20240501-071,2024-05-02 00:00:44,101,http://storage.example.com/frames/071.jpg,http://storage.example.com/videos/20240501_000071.mp4,人员闯入,围栏东侧有1名未授权人员翻越,经核实为维修人员未佩戴标识
EV-20240501-072,2024-05-02 00:05:44,102,http://storage.example.com/frames/072.jpg,http://storage.example.com/videos/20240501_000072.mp4,物品遗留,大厅沙发遗留黑色背包,包内为笔记本电脑，已联系失主
EV-20240501-073,2024-05-02 00:10:44,103,http://storage.example.com/frames/073.jpg,http://storage.example.com/videos/20240501_000073.mp4,安全违规,操作员未戴护目镜切割金属,已现场纠正并记录
EV-20240501-074,2024-05-02 00:15:44,104,http://storage.example.com/frames/074.jpg,http://storage.example.com/videos/20240501_000074.mp4,车辆违规,车牌A12345在消防通道停车,车主为访客，已移车教育
EV-20240501-075,2024-05-02 00:20:44,105,http://storage.example.com/frames/075.jpg,http://storage.example.com/videos/20240501_000075.mp4,设备异常,3号电梯门反复开合,传感器故障，已停用报修
EV-20240501-076,2024-05-02 00:25:44,106,http://storage.example.com/frames/076.jpg,http://storage.example.com/videos/20240501_000076.mp4,火灾隐患,仓库发现烟头,系保洁人员违规吸烟
EV-20240501-077,2024-05-02 00:30:44,107,http://storage.example.com/frames/077.jpg,http://storage.example.com/videos/20240501_000077.mp4,人员聚集,南门5人争执推搡,促销活动排队纠纷
EV-20240501-078,2024-05-02 00:35:44,108,http://storage.example.com/frames/078.jpg,http://storage.example.com/videos/20240501_000078.mp4,动物闯入,野猫进入配电房,已驱离并封堵漏洞
EV-20240501-079,2024-05-02 00:40:44,109,http://storage.example.com/frames/079.jpg,http://storage.example.com/videos/20240501_000079.mp4,系统告警,门禁系统频繁误报,电源电压不稳导致
EV-20240501-080,2024-05-02 00:45:44,110,http://storage.example.com/frames/080.jpg,http://storage.example.com/videos/20240501_000080.mp4,照明故障,B区走廊灯常亮,感应器灵敏度需调整
EV-20240501-081,2024-05-02 00:50:44,111,http://storage.example.com/frames/081.jpg,http://storage.example.com/videos/20240501_000081.mp4,人员闯入,围栏东侧有1名未授权人员翻越,经核实为维修人员未佩戴标识
EV-20240501-082,2024-05-02 00:55:44,112,http://storage.example.com/frames/082.jpg,http://storage.example.com/videos/20240501_000082.mp4,物品遗留,大厅沙发遗留黑色背包,包内为笔记本电脑，已联系失主
EV-20240501-083,2024-05-02 01:00:44,113,http://storage.example.com/frames/083.jpg,http://storage.example.com/videos/20240501_000083.mp4,安全违规,操作员未戴护目镜切割金属,已现场纠正并记录
EV-20240501-084,2024-05-02 01:05:44,114,http://storage.example.com/frames/084.jpg,http://storage.example.com/videos/20240501_000084.mp4,车辆违规,车牌A12345在消防通道停车,车主为访客，已移车教育
EV-20240501-085,2024-05-02 01:10:44,115,http://storage.example.com/frames/085.jpg,http://storage.example.com/videos/20240501_000085.mp4,设备异常,3号电梯门反复开合,传感器故障，已停用报修
EV-20240501-086,2024-05-02 01:15:44,116,http://storage.example.com/frames/086.jpg,http://storage.example.com/videos/20240501_000086.mp4,火灾隐患,仓库发现烟头,系保洁人员违规吸烟
EV-20240501-087,2024-05-02 01:20:44,117,http://storage.example.com/frames/087.jpg,http://storage.example.com/videos/20240501_000087.mp4,人员聚集,南门5人争执推搡,促销活动排队纠纷
EV-20240501-088,2024-05-02 01:25:44,118,http://storage.example.com/frames/088.jpg,http://storage.example.com/videos/20240501_000088.mp4,动物闯入,野猫进入配电房,已驱离并封堵漏洞
EV-20240501-089,2024-05-02 01:30:44,119,http://storage.example.com/frames/089.jpg,http://storage.example.com/videos/20240501_000089.mp4,系统告警,门禁系统频繁误报,电源电压不稳导致
EV-20240501-090,2024-05-02 01:35:44,120,http://storage.example.com/frames/090.jpg,http://storage.example.com/videos/20240501_000090.mp4,照明故障,B区走廊灯常亮,感应器灵敏度需调整
EV-20240501-091,2024-05-02 01:40:44,121,http://storage.example.com/frames/091.jpg,http://storage.example.com/videos/20240501_000091.mp4,人员闯入,围栏东侧有1名未授权人员翻越,经核实为维修人员未佩戴标识
EV-20240501-092,2024-05-02 01:45:44,122,http://storage.example.com/frames/092.jpg,http://storage.example.com/videos/20240501_000092.mp4,物品遗留,大厅沙发遗留黑色背包,包内为笔记本电脑，已联系失主
EV-20240501-093,2024-05-02 01:50:44,123,http://storage.example.com/frames/093.jpg,http://storage.example.com/videos/20240501_000093.mp4,安全违规,操作员未戴护目镜切割金属,已现场纠正并记录
EV-20240501-094,2024-05-02 01:55:44,124,http://storage.example.com/frames/094.jpg,http://storage.example.com/videos/20240501_000094.mp4,车辆违规,车牌A12345在消防通道停车,车主为访客，已移车教育
EV-20240501-095,2024-05-02 02:00:44,125,http://storage.example.com/frames/095.jpg,http://storage.example.com/videos/20240501_000095.mp4,设备异常,3号电梯门反复开合,传感器故障，已停用报修
EV-20240501-096,2024-05-02 02:05:44,126,http://storage.example.com/frames/096.jpg,http://storage.example.com/videos/20240501_000096.mp4,火灾隐患,仓库发现烟头,系保洁人员违规吸烟
EV-20240501-097,2024-05-02 02:10:44,127,http://storage.example.com/frames/097.jpg,http://storage.example.com/videos/20240501_000097.mp4,人员聚集,南门5人争执推搡,促销活动排队纠纷
EV-20240501-098,2024-05-02 02:15:44,128,http://storage.example.com/frames/098.jpg,http://storage.example.com/videos/20240501_000098.mp4,动物闯入,野猫进入配电房,已驱离并封堵漏洞
EV-20240501-099,2024-05-02 02:20:44,129,http://storage.example.com/frames/099.jpg,http://storage.example.com/videos/20240501_000099.mp4,系统告警,门禁系统频繁误报,电源电压不稳导致
EV-20240501-100,2024-05-02 02:25:44,130,http://storage.example.com/frames/100.jpg,http://storage.example.com/videos/20240501_000100.mp4,照明故障,B区走廊灯常亮,感应器灵敏度需调整
EV-20240501-101,2024-05-02 02:30:44,131,http://storage.example.com/frames/101.jpg,http://storage.example.com/videos/20240501_000101.mp4,人员闯入,围栏东侧有1名未授权人员翻越,经核实为维修人员未佩戴标识
EV-20240501-102,2024-05-02 02:35:44,132,http://storage.example.com/frames/102.jpg,http://storage.example.com/videos/20240501_000102.mp4,物品遗留,大厅沙发遗留黑色背包,包内为笔记本电脑，已联系失主
EV-20240501-103,2024-05-02 02:40:44,133,http://storage.example.com/frames/103.jpg,http://storage.example.com/videos/20240501_000103.mp4,安全违规,操作员未戴护目镜切割金属,已现场纠正并记录
EV-20240501-104,2024-05-02 02:45:44,134,http://storage.example.com/frames/104.jpg,http://storage.example.com/videos/20240501_000104.mp4,车辆违规,车牌A12345在消防通道停车,车主为访客，已移车教育
EV-20240501-105,2024-05-02 02:50:44,135,http://storage.example.com/frames/105.jpg,http://storage.example.com/videos/20240501_000105.mp4,设备异常,3号电梯门反复开合,传感器故障，已停用报修
EV-20240501-106,2024-05-02 02:55:44,136,http://storage.example.com/frames/106.jpg,http://storage.example.com/videos/20240501_000106.mp4,火灾隐患,仓库发现烟头,系保洁人员违规吸烟
EV-20240501-107,2024-05-02 03:00:44,137,http://storage.example.com/frames/107.jpg,http://storage.example.com/videos/20240501_000107.mp4,人员聚集,南门5人争执推搡,促销活动排队纠纷
EV-20240501-108,2024-05-02 03:05:44,138,http://storage.example.com/frames/108.jpg,http://storage.example.com/videos/20240501_000108.mp4,动物闯入,野猫进入配电房,已驱离并封堵漏洞
EV-20240501-109,2024-05-02 03:10:44,139,http://storage.example.com/frames/109.jpg,http://storage.example.com/videos/20240501_000109.mp4,系统告警,门禁系统频繁误报,电源电压不稳导致
EV-20240501-110,2024-05-02 03:15:44,140,http://storage.example.com/frames/110.jpg,http://storage.example.com/videos/20240501_000110.mp4,照明故障,B区走廊灯常亮,感应器灵敏度需调整
EV-20240501-111,2024-05-02 03:20:44,141,http://storage.example.com/frames/111.jpg,http://storage.example.com/videos/20240501_000111.mp4,人员闯入,围栏东侧有1名未授权人员翻越,经核实为维修人员未佩戴标识
EV-20240501-112,2024-05-02 03:25:44,142,http://storage.example.com/frames/112.jpg,http://storage.example.com/videos/20240501_000112.mp4,物品遗留,大厅沙发遗留黑色背包,包内为笔记本电脑，已联系失主
EV-20240501-113,2024-05-02 03:30:44,143,http://storage.example.com/frames/113.jpg,http://storage.example.com/videos/20240501_000113.mp4,安全违规,操作员未戴护目镜切割金属,已现场纠正并记录
EV-20240501-114,2024-05-02 03:35:44,144,http://storage.example.com/frames/114.jpg,http://storage.example.com/videos/20240501_000114.mp4,车辆违规,车牌A12345在消防通道停车,车主为访客，已移车教育
EV-20240501-115,2024-05-02 03:40:44,145,http://storage.example.com/frames/115.jpg,http://storage.example.com/videos/20240501_000115.mp4,设备异常,3号电梯门反复开合,传感器故障，已停用报修
EV-20240501-116,2024-05-02 03:45:44,146,http://storage.example.com/frames/116.jpg,http://storage.example.com/videos/20240501_000116.mp4,火灾隐患,仓库发现烟头,系保洁人员违规吸烟
EV-20240501-117,2024-05-02 03:50:44,147,http://storage.example.com/frames/117.jpg,http://storage.example.com/videos/20240501_000117.mp4,人员聚集,南门5人争执推搡,促销活动排队纠纷
EV-20240501-118,2024-05-02 03:55:44,148,http://storage.example.com/frames/118.jpg,http://storage.example.com/videos/20240501_000118.mp4,动物闯入,野猫进入配电房,已驱离并封堵漏洞
EV-20240501-119,2024-05-02 04:00:44,149,http://storage.example.com/frames/119.jpg,http://storage.example.com/videos/20240501_000119.mp4,系统告警,门禁系统频繁误报,电源电压不稳导致
EV-20240501-120,2024-05-02 04:05:44,150,http://storage.example.com/frames/120.jpg,http://storage.example.com/videos/20240501_000120.mp4,照明故障,B区走廊灯常亮,感应器灵敏度需调整
EV-20240501-121,2024-05-02 04:10:44,151,http://storage.example.com/frames/121.jpg,http://storage.example.com/videos/20240501_000121.mp4,人员闯入,围栏东侧有1名未授权人员翻越,经核实为维修人员未佩戴标识
EV-20240501-122,2024-05-02 04:15:44,152,http://storage.example.com/frames/122.jpg,http://storage.example.com/videos/20240501_000122.mp4,物品遗留,大厅沙发遗留黑色背包,包内为笔记本电脑，已联系失主
EV-20240501-123,2024-05-02 04:20:44,153,http://storage.example.com/frames/123.jpg,http://storage.example.com/videos/20240501_000123.mp4,安全违规,操作员未戴护目镜切割金属,已现场纠正并记录
EV-20240501-124,2024-05-02 04:25:44,154,http://storage.example.com/frames/124.jpg,http://storage.example.com/videos/20240501_000124.mp4,车辆违规,车牌A12345在消防通道停车,车主为访客，已移车教育
EV-20240501-125,2024-05-02 04:30:44,155,http://storage.example.com/frames/125.jpg,http://storage.example.com/videos/20240501_000125.mp4,设备异常,3号电梯门反复开合,传感器故障，已停用报修
EV-20240501-126,2024-05-02 04:35:44,156,http://storage.example.com/frames/126.jpg,http://storage.example.com/videos/20240501_000126.mp4,火灾隐患,仓库发现烟头,系保洁人员违规吸烟
EV-20240501-127,2024-05-02 04:40:44,157,http://storage.example.com/frames/127.jpg,http://storage.example.com/videos/20240501_000127.mp4,人员聚集,南门5人争执推搡,促销活动排队纠纷
EV-20240501-128,2024-05-02 04:45:44,158,http://storage.example.com/frames/128.jpg,http://storage.example.com/videos/20240501_000128.mp4,动物闯入,野猫进入配电房,已驱离并封堵漏洞
